Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Friday, December 15, 2023",10k gold chain,Chain,10k Gold,119.0,,285.0,,,285.0,Female,66.0,Occasional,5.0
"Friday, December 15, 2023",silver charm,Charm,Silver,9.0,65.0,,,,65.0,Others,67.0,Regular,3.4
"Friday, December 15, 2023",silver chain and charm,Chain and Charm,Silver/Moissanite,36.0,,132.5,,,132.5,Male,51.0,Regular,3.7
"Friday, December 15, 2023",steel chain,Chain,St. Steel,15.0,50.0,,,,50.0,Female,67.0,Rare,4.9
"Friday, December 15, 2023",repiar,Custom Repairs,,,,30.0,,,30.0,Male,34.0,Occasional,4.5
"Friday, December 15, 2023",watch repiar,Custom Repairs,,,,20.0,,,20.0,Male,47.0,Occasional,4.6
"Saturday, December 16, 2023",10k name necklace,Custom Name Necklace,10k Gold,85.0,,120.0,,,120.0,Male,69.0,Regular,4.6
"Saturday, December 16, 2023",steel ring,Ring,St. Steel,10.0,,68.9,,,68.9,Male,55.0,Rare,4.5
"Saturday, December 16, 2023",silver bracelet,Bracelet,Silver,65.0,,157.94,,,157.94,Male,64.0,Regular,3.6
"Saturday, December 16, 2023",10k gold hoops,Hoops,10k Gold,85.0,,174.9,,,174.9,Male,59.0,Occasional,4.9
"Saturday, December 16, 2023",steel chain,Chain,St. Steel,16.0,,53.0,,,53.0,Female,34.0,Regular,4.5
"Saturday, December 16, 2023",silver chain and charm,Chain and Charm,Silver,59.0,,200.0,,,200.0,Female,31.0,Regular,5.0
"Saturday, December 16, 2023",studs,Studs,Silver,8.0,,79.84,,,79.84,Female,69.0,Regular,3.3
"Saturday, December 16, 2023",10k/diamond studs,Studs,Gold/Diamond,94.0,,249.1,,,249.1,Female,52.0,Regular,3.6
"Saturday, December 16, 2023",repiar,Custom Repairs,,,,95.4,,,95.4,Male,39.0,Occasional,4.2
"Saturday, December 16, 2023",invicta wacth,Watch,Invicta,50.0,164.0,,,,164.0,Female,29.0,Regular,4.3
"Saturday, December 16, 2023",silver studs,Studs,Silver,5.0,,58.3,,,58.3,Female,47.0,Regular,3.5
"Saturday, December 16, 2023",silver/diamond chain,Chain,Silver/Diamond,700.0,,1060.0,,,1060.0,Female,69.0,Regular,3.3
"Saturday, December 16, 2023",10k gold hoops,Hoops,10k Gold,70.0,,126.14,,,126.14,Others,62.0,Occasional,3.7
"Saturday, December 16, 2023",silver studs,Studs,Silver,12.0,,68.9,,,68.9,Female,24.0,Occasional,5.0
"Saturday, December 16, 2023",silver ancklet,Anklet,Silver,7.0,,58.3,,,58.3,Male,67.0,Occasional,4.0
"Saturday, December 16, 2023",fj chai,Chain,FJ,130.0,,312.7,,,312.7,Male,37.0,Regular,4.5
"Saturday, December 16, 2023",silver studs,Studs,Silver,5.0,53.0,,,,53.0,Male,46.0,Regular,3.7
"Saturday, December 16, 2023",invicta wacth,Watch,Invicta,50.0,,190.8,,,190.8,Male,65.0,Occasional,4.9
"Saturday, December 16, 2023",silver charm,Charm,Silver,14.0,,132.5,,,132.5,Male,46.0,Occasional,4.6
"Saturday, December 16, 2023",invicta watch,Watch,Invicta,29.0,40.0,39.5,,,79.5,Female,70.0,Regular,4.2
"Saturday, December 16, 2023",silver ring,Ring,Silver,12.0,,100.7,,,100.7,Male,22.0,Occasional,3.8
"Saturday, December 16, 2023",fj bracelet,Bracelet,FJ,49.0,210.0,,,,210.0,Male,33.0,Regular,5.0
"Saturday, December 16, 2023",silver chamr,Charm,Silver,16.0,,37.1,,,37.1,Female,53.0,Occasional,4.2
"Saturday, December 16, 2023",10k chain and charm,Chain and Charm,10k Gold,98.0,226.0,,,,226.0,Female,65.0,Regular,3.5
"Sunday, December 17, 2023",silver ring,Ring,Silver,9.0,,55.0,,,55.0,Male,51.0,Regular,3.8
"Sunday, December 17, 2023",silver ring,Ring,Silver/Moissanite,10.0,,50.0,,,50.0,Female,42.0,Rare,3.7
"Sunday, December 17, 2023",silver s,Studs,Silver,10.0,,56.0,,,56.0,Male,19.0,Regular,3.7
"Sunday, December 17, 2023",citizen mens,Watch,Citizen,40.0,128.0,,,,128.0,Male,52.0,Regular,4.1
"Sunday, December 17, 2023",fj watch,Watch,FJ,10.0,100.0,,,,100.0,Male,27.0,Occasional,4.2
"Sunday, December 17, 2023",10k gold charm,Charm,10k Gold,43.0,100.0,,,,100.0,Female,48.0,Occasional,4.4
"Sunday, December 17, 2023",chain a,Chain,Silver,7.0,85.0,,,,85.0,Male,27.0,Occasional,5.0
"Sunday, December 17, 2023",chain a,Chain,Silver,13.0,55.0,,,,55.0,Male,70.0,Occasional,4.5
"Sunday, December 17, 2023",10k charm,Charm,10k Gold,49.0,100.0,,,,100.0,Female,65.0,Regular,3.5
"Sunday, December 17, 2023",chain,Chain,Silver,13.0,60.0,,,,60.0,Female,70.0,Occasional,5.0
"Sunday, December 17, 2023",silver chain and charm,Chain and Charm,Silver,6.0,64.0,,,,64.0,Female,33.0,Regular,3.9
"Sunday, December 17, 2023",steel chain,Chain,St. Steel,16.0,,68.9,,,68.9,Female,50.0,Occasional,4.6
"Sunday, December 17, 2023",10k chain,Chain,10k Gold,133.0,,233.2,,,233.2,Others,38.0,Occasional,4.8
"Sunday, December 17, 2023",chain,Chain,Silver,155.0,,316.94,,,316.94,Male,19.0,Regular,4.3
"Sunday, December 17, 2023",14k studs,Studs,14k Gold,23.0,85.0,,,,85.0,Male,50.0,Occasional,4.0
"Sunday, December 17, 2023",fj chain and charm,Chain and Charm,FJ,30.0,120.0,,,,120.0,Female,52.0,Regular,4.4
"Sunday, December 17, 2023",fj bracelet,Bracelet,FJ,0.0,0.0,,,,0.0,Male,70.0,Occasional,3.3
"Sunday, December 17, 2023",silver ring,Ring,Silver,20.0,,106.0,,,106.0,Male,34.0,Rare,4.7
"Sunday, December 17, 2023",fj chain and charm,Chain and Charm,FJ,200.0,,,500.0,,500.0,Male,20.0,Regular,3.5
"Sunday, December 17, 2023",silver bracelet,Bracelet,Silver,15.0,,,160.38,,160.38,Male,64.0,Regular,4.5
"Sunday, December 17, 2023",10k/diamond ring,Ring,Gold/Diamond,294.0,,,500.0,,500.0,Male,54.0,Occasional,4.2
"Sunday, December 17, 2023",fj chain and charm,Chain and Charm,FJ,130.0,,,300.0,,300.0,Female,69.0,Rare,4.6
"Sunday, December 17, 2023",silver bracelet,Bracelet,Silver,25.0,,,260.0,,260.0,Male,36.0,Regular,3.5
"Sunday, December 17, 2023",silver chain and charm,Chain and Charm,Silver,45.0,150.0,,,,150.0,Male,65.0,Regular,4.5
"Sunday, December 17, 2023",10k fronts x10,Custom Fronts,10k Gold,380.0,,339.2,,,339.2,Male,51.0,Regular,4.0
"Sunday, December 17, 2023",14k gold chain,Chain,14k Gold,288.0,,500.0,,,500.0,Male,38.0,Rare,4.9
"Sunday, December 17, 2023",invicta watch,Watch,Invicta,350.0,,100.0,,,100.0,Male,26.0,Regular,4.3
"Sunday, December 17, 2023",ring silver,Ring,Silver,20.0,,50.0,,,50.0,Female,21.0,Occasional,3.4
"Monday, December 18, 2023",chain and charm,Chain and Charm,10k Gold,86.0,,238.5,,,238.5,Female,19.0,Regular,3.8
"Monday, December 18, 2023",fj chain and charm,Chain and Charm,FJ,90.0,,259.7,,,259.7,Male,29.0,Regular,3.5
"Monday, December 18, 2023",silver chain,Chain,Silver,25.0,,137.8,,,137.8,Female,54.0,Regular,4.7
"Monday, December 18, 2023",10k chain and charm,Chain and Charm,10k Gold,91.0,,438.84,,,438.84,Male,52.0,Regular,3.4
"Monday, December 18, 2023",10k gold charm,Charm,10k Gold,39.0,96.0,,,,96.0,Male,47.0,Regular,3.7
"Monday, December 18, 2023",10k chain,Chain,10k Gold,109.0,,227.9,,,227.9,Female,50.0,Occasional,4.5
"Monday, December 18, 2023",10k gold chain,Chain,10k Gold,63.0,,159.0,,,159.0,Female,55.0,Regular,3.3
"Monday, December 18, 2023",silver studs,Studs,Silver,5.0,,53.5,,,53.5,Others,23.0,Occasional,3.7
"Monday, December 18, 2023",repiar,Custom Repairs,,,10.0,,,,10.0,Female,31.0,Regular,3.4
"Tuesday, December 19, 2023",14k studs,Studs,14k Gold,15.0,,50.0,,,50.0,Male,69.0,Occasional,3.6
"Tuesday, December 19, 2023",silver fronts,Custom Fronts,Silver,88.0,,140.45,,,140.45,Male,50.0,Occasional,3.3
"Tuesday, December 19, 2023",silver bracelet,Bracelet,Silver,26.0,,105.0,,,105.0,Male,32.0,Occasional,4.6
"Tuesday, December 19, 2023",invicta,Watch,Invicta,55.0,,159.0,,,159.0,Male,31.0,Occasional,4.2
"Wednesday, December 20, 2023",10k studs,Hoops,10k Gold,85.0,212.0,,,,212.0,Female,34.0,Regular,4.2
"Wednesday, December 20, 2023",repiare,Custom Repairs,,,20.0,,,,20.0,Male,46.0,Regular,3.4
"Wednesday, December 20, 2023",10k charm,Charm,10k Gold,53.0,,106.7,,,106.7,Male,34.0,Occasional,4.0
"Wednesday, December 20, 2023",chain,Chain,Silver,3.0,,10.0,,,10.0,Female,29.0,Regular,3.7
"Wednesday, December 20, 2023",bracelet,Bracelet,Silver,60.0,,90.0,,,90.0,Female,36.0,Regular,4.5
"Wednesday, December 20, 2023",invicta,Watch,Invicta,150.0,285.0,,,,285.0,Female,22.0,Occasional,4.9
"Wednesday, December 20, 2023",silver charm,Charm,Silver,12.0,,132.5,,,132.5,Others,56.0,Occasional,3.6
"Wednesday, December 20, 2023",citizen,Watch,Citizen,200.0,412.0,,,,412.0,Male,54.0,Occasional,3.7
"Wednesday, December 20, 2023",silver chain and charm,Chain and Charm,Silver,43.0,200.0,,,,200.0,Male,66.0,Occasional,4.0
"Wednesday, December 20, 2023",repair,Custom Repairs,,,,25.0,,,25.0,Male,55.0,Regular,3.5
"Wednesday, December 20, 2023",repiare,Custom Repairs,,,40.0,5.0,,,45.0,Female,62.0,Rare,4.4
"Wednesday, December 20, 2023",fj watch,Watch,FJ,19.0,,143.1,,,143.1,Female,35.0,Regular,3.8
"Wednesday, December 20, 2023",fj chain and charm,Chain and Charm,FJ,140.0,,318.0,,,318.0,Male,50.0,Regular,4.3
"Wednesday, December 20, 2023",14k chain and charm,Chain and Charm,14k Gold,100.0,,212.0,,,212.0,Female,27.0,Occasional,4.9
"Thursday, December 21, 2023",hoops,Hoops,Silver/Moissanite,10.0,,90.1,,,90.1,Female,60.0,Regular,3.4
"Thursday, December 21, 2023",fj watch,Watch,FJ,15.0,79.0,,,,79.0,Male,47.0,Regular,3.8
"Thursday, December 21, 2023",invicta wacth,Watch,Invicta,90.0,,159.0,,,159.0,Female,21.0,Regular,4.2
"Thursday, December 21, 2023",fronts x 6,Custom Fronts,10k Gold,228.0,,389.0,,,389.0,Female,61.0,Regular,3.8
"Thursday, December 21, 2023",8silver fronts,Custom Fronts,Silver,88.0,,242.74,,,242.74,Female,21.0,Regular,4.2
"Thursday, December 21, 2023",invicta wacth,Watch,Invicta,90.0,,140.0,,,140.0,Male,63.0,Occasional,3.9
"Thursday, December 21, 2023",silver ring,Ring,Silver,10.0,,37.1,,,37.1,Male,44.0,Occasional,4.0
"Thursday, December 21, 2023",2* Diamond ear rings,Studs,Gold/Diamond,213.0,500.0,,,,500.0,Female,65.0,Regular,4.5
"Thursday, December 21, 2023",steel chain,Chain,St. Steel,25.0,127.0,,,,127.0,Male,43.0,Regular,4.8
"Thursday, December 21, 2023",silver name plate,Custom Name Necklace,Silver,80.0,100.0,68.54,,,168.54,Male,32.0,Regular,3.4
"Thursday, December 21, 2023",repair,Custom Repairs,,,,225.0,,,225.0,Female,64.0,Rare,4.0
"Thursday, December 21, 2023",10k charm,Charm,10k Gold,45.0,,139.0,,,139.0,Male,47.0,Regular,4.3
"Thursday, December 21, 2023",watch,Watch,Citizen,96.0,,174.9,,,174.9,Female,35.0,Regular,4.4
"Thursday, December 21, 2023",invicta wacth,Watch,Invicta,50.0,,159.0,,,159.0,Female,46.0,Regular,3.5
"Thursday, December 21, 2023",steel chain,Chain,St. Steel,35.0,,85.0,,,85.0,Others,37.0,Regular,4.9
"Thursday, December 21, 2023",silver studs,Studs,Silver,5.0,,25.0,,,25.0,Male,51.0,Regular,3.6
"Thursday, December 21, 2023",nose pin,Studs,Silver,2.0,,15.0,,,15.0,Male,38.0,Occasional,4.4
"Thursday, December 21, 2023",silver chain,Chain,Silver,75.0,,168.54,,,168.54,Male,27.0,Occasional,3.6
"Thursday, December 21, 2023",silver chain and charm,Chain and Charm,Silver,31.0,143.0,,,,143.0,Male,44.0,Occasional,5.0
"Thursday, December 21, 2023",14k chain,Chain,14k Gold,68.0,155.0,,,,155.0,Female,29.0,Regular,4.0
"Thursday, December 21, 2023",fj chain and charm,Chain and Charm,FJ,40.0,,190.0,,,190.0,Male,65.0,Regular,4.7
"Thursday, December 21, 2023",silver chain and charm,Chain and Charm,Silver,23.0,,135.0,,,135.0,Others,66.0,Regular,4.8
"Friday, December 22, 2023",Gos hoops,Hoops,Silver,16.0,,104.94,,,104.94,Male,49.0,Occasional,4.7
"Friday, December 22, 2023",10k charm,Charm,10k Gold,32.0,,100.7,,,100.7,Female,64.0,Regular,4.5
"Friday, December 22, 2023",silver ring,Ring,Silver,25.0,,75.0,,,75.0,Female,27.0,Rare,4.1
"Friday, December 22, 2023",FJ bracelet,Bracelet,FJ,52.0,,190.8,,,190.8,Female,35.0,Regular,4.4
"Friday, December 22, 2023",2* ear piercing,Custom Piercing,Silver,15.0,,84.8,,,84.8,Female,59.0,Occasional,3.8
"Friday, December 22, 2023",14k studs,Studs,14k Gold,15.0,,68.9,,,68.9,Female,69.0,Regular,4.7
"Friday, December 22, 2023",silver chainj and charm,Chain and Charm,Silver,50.0,,157.94,,,157.94,Female,33.0,Rare,4.2
"Friday, December 22, 2023",invicta watch,Watch,Invicta,55.0,195.0,,,,195.0,Female,54.0,Regular,4.3
"Friday, December 22, 2023",miossanite studs,Studs,Silver/Moissanite,15.0,85.0,,,,85.0,Male,20.0,Regular,3.3
"Friday, December 22, 2023",repair,Custom Repairs,,,80.0,,,,80.0,Male,43.0,Occasional,3.4
"Friday, December 22, 2023",silver chain and charm,Chain and Charm,Silver,51.0,,127.2,,,127.2,Female,54.0,Regular,3.7
"Friday, December 22, 2023",silver chain,Chain,Silver,100.0,,200.0,,,200.0,Male,29.0,Regular,4.6
"Friday, December 22, 2023",silver bracelet`,Bracelet,Silver,20.0,,100.0,,,100.0,Male,21.0,Regular,3.7
"Friday, December 22, 2023",steel bracelet,Bracelet,St. Steel,20.0,,68.9,,,68.9,Female,50.0,Regular,4.4
"Friday, December 22, 2023",invicta watch,Watch,Invicta,60.0,,132.5,,,132.5,Male,31.0,Occasional,4.5
"Friday, December 22, 2023",10k goold hoop,Hoops,10k Gold,35.0,,83.74,,,83.74,Male,62.0,Regular,4.6
"Friday, December 22, 2023",repair,Custom Repairs,,,,10.6,,,10.6,Male,28.0,Occasional,4.1
"Friday, December 22, 2023",silver name necklace,Custom Name Necklace,Silver,160.0,,300.0,,,300.0,Female,21.0,Regular,3.5
"Friday, December 22, 2023",gos chain and charm,Chain and Charm,Silver,10.0,,94.34,,,94.34,Female,67.0,Regular,4.6
"Friday, December 22, 2023",gos hoops,Hoops,Silver,23.0,,206.7,,,206.7,Male,47.0,Occasional,3.3
"Friday, December 22, 2023",invicta watch,Watch,Invicta,80.0,,179.14,,,179.14,Male,67.0,Regular,3.9
"Friday, December 22, 2023",fj bracelet,Bracelet,FJ,14.0,,53.0,,,53.0,Female,45.0,Regular,4.6
"Friday, December 22, 2023",layaway pick up 10k bracelet,Bracelet,10k Gold,,,241.5,,,241.5,Female,52.0,Regular,4.5
"Friday, December 22, 2023",10k chain and charm,Chain and Charm,10k Gold,200.0,,,505.6,,505.6,Male,22.0,Occasional,4.4
"Friday, December 22, 2023",10k ear rings,Studs,10k Gold,66.0,,,300.0,,300.0,Male,34.0,Rare,3.9
"Friday, December 22, 2023",gos fronts,Custom Fronts,Silver,50.0,,84.8,,,84.8,Male,41.0,Occasional,3.8
"Friday, December 22, 2023",layaway pickup ring and resize,Custom Repairs,Silver,,,56.8,,,56.8,Female,54.0,Regular,3.5
"Friday, December 22, 2023",silver chain and charm,Chain and Charm,Silver,20.0,,153.7,,,153.7,Male,28.0,Occasional,4.0
"Friday, December 22, 2023",silver bracelet`,Bracelet,Silver,45.0,,168.54,,,168.54,Female,36.0,Occasional,4.5
"Friday, December 22, 2023",10k charm,Charm,10k Gold,35.0,110.0,,,,110.0,Male,45.0,Occasional,4.6
"Friday, December 22, 2023",silver chain,Chain,Silver,50.0,,212.0,,,212.0,Male,58.0,Regular,4.0
"Friday, December 22, 2023",invicta watch,Watch,Invicta,60.0,,106.0,,,106.0,Male,23.0,Regular,4.8
"Friday, December 22, 2023",silver studs,Studs,Silver,9.0,,79.5,,,79.5,Male,24.0,Occasional,4.5
"Friday, December 22, 2023",10k chain and charm,Chain and Charm,10k Gold,73.0,265.0,,,,265.0,Male,50.0,Regular,4.5
"Friday, December 22, 2023",silver ring pick up,Ring,Silver,,,109.0,,,109.0,Male,38.0,Occasional,3.3
"Friday, December 22, 2023",repair,Custom Repairs,,,10.0,,,,10.0,Female,46.0,Occasional,3.4
"Friday, December 22, 2023",silver bracelet`,Bracelet,Silver,125.0,,206.7,,,206.7,Female,54.0,Rare,4.5
"Saturday, December 23, 2023",Tennis chain,Chain,FJ,34.0,,149.0,,,149.0,Male,43.0,Occasional,3.5
"Saturday, December 23, 2023",steel bracelet,Bracelet,St. Steel,15.0,,159.0,,,159.0,Female,20.0,Occasional,4.8
"Saturday, December 23, 2023",silver chainj and vharm,Chain and Charm,Silver,29.0,,212.0,,,212.0,Male,58.0,Regular,4.4
"Saturday, December 23, 2023",silver chain,Chain,Silver,15.0,,69.0,,,69.0,Male,61.0,Occasional,4.0
"Saturday, December 23, 2023",silver charm,Charm,Silver,18.0,,58.3,,,58.3,Male,69.0,Occasional,4.4
"Saturday, December 23, 2023",silver chain,Chain,Silver,10.0,,35.0,,,35.0,Male,55.0,Regular,3.4
"Saturday, December 23, 2023",silver studs,Studs,Silver,15.0,,79.5,,,79.5,Female,39.0,Regular,3.5
"Saturday, December 23, 2023",silver studs,Studs,Silver,20.0,,95.4,,,95.4,Male,19.0,Occasional,4.7
"Saturday, December 23, 2023",invicta watch,Watch,Invicta,49.0,169.0,,,,169.0,Female,51.0,Regular,4.0
"Saturday, December 23, 2023",silver chain and charm,Chain and Charm,Silver,25.0,159.0,,,,159.0,Male,38.0,Occasional,4.2
"Saturday, December 23, 2023",steel bracelet,Bracelet,St. Steel,20.0,,148.39,,,148.39,Male,62.0,Regular,4.3
"Saturday, December 23, 2023",10 k rope bracelet,Bracelet,10k Gold,53.0,169.0,,,,169.0,Male,54.0,Regular,5.0
"Saturday, December 23, 2023",pandora charms,Charm,Silver,34.0,100.0,,,,100.0,Female,23.0,Occasional,4.2
"Saturday, December 23, 2023",silver ring,Ring,Silver,15.0,,100.7,,,100.7,Female,23.0,Occasional,3.4
"Saturday, December 23, 2023",silver studs,Studs,Silver,10.0,,53.0,,,53.0,Male,22.0,Occasional,4.8
"Saturday, December 23, 2023",10k white rope chain,Chain,10k Gold,109.0,,238.5,,,238.5,Male,64.0,Occasional,4.2
"Saturday, December 23, 2023",silver studs,Studs,Silver,4.0,,35.0,,,35.0,Male,64.0,Regular,4.4
"Saturday, December 23, 2023",10k chain,Chain,10k Gold,105.0,,273.48,,,273.48,Others,39.0,Regular,4.4
"Saturday, December 23, 2023",6* silver fronts,Custom Fronts,Silver,66.0,,200.34,,,200.34,Female,34.0,Occasional,4.3
"Saturday, December 23, 2023",silver studs,Studs,Silver,10.0,,115.54,,,115.54,Male,20.0,Regular,4.5
"Saturday, December 23, 2023",jewellery repair,Custom Repairs,,,,42.4,,,42.4,Male,39.0,Regular,3.5
"Saturday, December 23, 2023",citizen watch,Watch,Citizen,189.0,,,424.0,,424.0,Male,56.0,Occasional,3.7
"Saturday, December 23, 2023",gos hoops,Hoops,Silver,11.0,150.0,,,,150.0,Male,45.0,Regular,4.1
"Saturday, December 23, 2023",invicta watch,Watch,Invicta,60.0,160.0,,,,160.0,Others,22.0,Regular,3.7
"Saturday, December 23, 2023",10k chain,Chain,10k Gold,220.5,360.0,,,,360.0,Male,50.0,Regular,3.5
"Saturday, December 23, 2023",silver chain and charm,Chain and Charm,Silver,35.0,,116.6,,,116.6,Others,26.0,Rare,4.3
"Saturday, December 23, 2023",pandora bracelet and charm,Chain and Charm,Silver,52.0,,180.1,,,180.1,Male,69.0,Occasional,4.8
"Saturday, December 23, 2023",pandora nbracelet and 3*charms,Chain and Charm,Silver,86.0,,220.0,,,220.0,Female,60.0,Regular,3.6
"Saturday, December 23, 2023",silver hoops,Hoops,Silver,8.0,,159.0,,,159.0,Female,64.0,Regular,4.8
"Saturday, December 23, 2023",14k studs,Studs,14k Gold,10.0,,68.9,,,68.9,Male,34.0,Regular,3.9
"Saturday, December 23, 2023",FJ bracelet,Bracelet,FJ,15.0,132.0,,,,132.0,Male,45.0,Occasional,4.6
"Saturday, December 23, 2023",Gold ankelet,Anklet,10k Gold,147.0,,259.0,,,259.0,Female,37.0,Regular,4.1
"Saturday, December 23, 2023",Nose stud,Studs,10k Gold,2.0,15.0,,,,15.0,Male,28.0,Regular,4.6
"Saturday, December 23, 2023",steel ring,Ring,St. Steel,20.0,106.0,,,,106.0,Male,60.0,Regular,4.9
"Saturday, December 23, 2023",invicta watch,Watch,Invicta,49.0,,212.0,,,212.0,Male,23.0,Regular,4.0
"Saturday, December 23, 2023",diamond ring,Ring,Gold/Diamond,588.0,,,1000.0,,1000.0,Male,58.0,Rare,3.9
"Saturday, December 23, 2023",tungeston band,Ring,Tungsten,20.0,,,232.0,,232.0,Male,38.0,Occasional,3.8
"Saturday, December 23, 2023",10k chain and charm,Chain and Charm,10k Gold,65.0,,,500.0,,500.0,Male,44.0,Regular,4.5
"Saturday, December 23, 2023",diamond charm,Charm,Gold/Diamond,209.0,,,500.0,,500.0,Male,64.0,Occasional,3.6
"Saturday, December 23, 2023",diamond ear ring,Studs,Gold/Diamond,120.0,,,331.04,,331.04,Male,48.0,Regular,4.1
"Saturday, December 23, 2023",14k studs,Studs,14k Gold,12.0,,61.4,,,61.4,Male,68.0,Regular,4.0
"Saturday, December 23, 2023",steel ring,Ring,St. Steel,30.0,,190.8,,,190.8,Female,28.0,Regular,3.4
"Saturday, December 23, 2023",silver bracelet,Bracelet,Silver,21.0,,90.1,,,90.1,Male,38.0,Rare,4.3
"Saturday, December 23, 2023",6* 10k fronts,Custom Fronts,10k Gold,228.0,400.0,,,,400.0,Female,26.0,Regular,4.8
"Saturday, December 23, 2023",silver ring,Ring,Silver,13.0,,116.6,,,116.6,Male,25.0,Rare,4.8
"Saturday, December 23, 2023",silver studs,Studs,Silver,11.0,90.0,,,,90.0,Male,28.0,Regular,3.5
"Saturday, December 23, 2023",silver chain and charm,Chain and Charm,Silver,28.0,,159.0,,,159.0,Male,67.0,Regular,3.6
"Saturday, December 23, 2023",silver studs,Studs,Silver,10.0,63.0,37.1,,,100.1,Male,43.0,Rare,4.0
"Saturday, December 23, 2023",silver ankelet,Anklet,Silver,13.0,,100.0,,,100.0,Female,63.0,Occasional,4.2
"Sunday, December 24, 2023",silver ring,Ring,Silver,10.0,32.0,,,,32.0,Female,61.0,Regular,4.9
"Sunday, December 24, 2023",FJ chain,Chain,FJ,10.0,50.0,,,,50.0,Male,35.0,Occasional,4.6
"Sunday, December 24, 2023",10k bracelet,Bracelet,10k Gold,119.0,,285.0,,,285.0,Male,69.0,Regular,3.6
"Sunday, December 24, 2023",FJ watch,Watch,FJ,15.0,,53.0,,,53.0,Others,70.0,Regular,4.9
"Sunday, December 24, 2023",silver studs,Studs,Silver,10.0,,69.0,,,69.0,Male,58.0,Regular,4.6
"Sunday, December 24, 2023",Custom name,Custom Name Necklace,Silver,,50.0,,,,50.0,Male,49.0,Rare,4.0
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,50.0,,153.7,,,153.7,Female,64.0,Occasional,3.7
"Sunday, December 24, 2023",silver bracelet,Bracelet,Silver,10.0,40.0,,,,40.0,Others,65.0,Occasional,4.9
"Sunday, December 24, 2023",silver studs,Studs,Silver,5.0,,42.4,,,42.4,Male,28.0,Rare,4.9
"Sunday, December 24, 2023",10k fronts pickup 3868,Custom Fronts,10k Gold,,,140.34,,,140.34,Male,61.0,Occasional,3.7
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,59.0,,179.0,,,179.0,Male,51.0,Rare,4.8
"Sunday, December 24, 2023",10k charm,Charm,10k Gold,30.0,,112.36,,,112.36,Male,45.0,Rare,3.4
"Sunday, December 24, 2023",silver hoop,Hoops,Silver,12.0,,106.0,,,106.0,Female,68.0,Regular,3.9
"Sunday, December 24, 2023",10k chain and charm,Chain and Charm,10k Gold,63.0,226.0,,,,226.0,Female,35.0,Occasional,3.4
"Sunday, December 24, 2023",3845 name necklace pickup,Custom Name Necklace,10k Gold,,,118.5,,,118.5,Others,68.0,Regular,3.7
"Sunday, December 24, 2023",silver charm,Charm,Silver,20.0,,114.0,,,114.0,Others,38.0,Occasional,4.5
"Sunday, December 24, 2023",diamond studs,Studs,Gold/Diamond,234.0,,400.0,,,400.0,Female,48.0,Regular,4.1
"Sunday, December 24, 2023",10k bracelet,Bracelet,10k Gold,133.0,,300.0,,,300.0,Female,23.0,Regular,3.9
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,52.0,,159.0,,,159.0,Male,51.0,Regular,3.6
"Sunday, December 24, 2023",silver chain and charm,Chain and Charm,Silver,26.0,,132.5,,,132.5,Male,19.0,Occasional,4.7
"Sunday, December 24, 2023",watch repair,Custom Repairs,,,,20.0,,,20.0,Female,37.0,Regular,4.1
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,99.0,,199.0,,,199.0,Others,64.0,Regular,4.3
"Sunday, December 24, 2023",watch repair,Custom Repairs,,,20.0,,,,20.0,Female,48.0,Regular,5.0
"Sunday, December 24, 2023",3916 custom design,Custom Name Necklace,Silver,,,250.0,,,250.0,Others,25.0,Regular,3.9
"Sunday, December 24, 2023",watch repair,Custom Repairs,,,40.0,,,,40.0,Female,40.0,Regular,4.8
"Sunday, December 24, 2023",10 k chain,Chain,10k Gold,102.0,,169.6,,,169.6,Female,35.0,Regular,4.6
"Sunday, December 24, 2023",14k studs,Studs,14k Gold,15.0,,63.6,,,63.6,Female,70.0,Regular,3.7
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,69.0,,212.0,,,212.0,Male,52.0,Occasional,3.9
"Sunday, December 24, 2023",invicta watch,Watch,Invicta,49.0,160.0,,,,160.0,Female,19.0,Rare,4.8
"Sunday, December 24, 2023",silver ring,Ring,Silver,15.0,,159.0,,,159.0,Male,63.0,Occasional,4.9
"Tuesday, December 26, 2023",silver chain charm,Chain and Charm,Silver,19.0,,106.0,,,106.0,Others,21.0,Regular,4.2
"Tuesday, December 26, 2023",tennis chain,Chain,FJ,28.0,110.0,,,,110.0,Male,18.0,Regular,3.8
"Tuesday, December 26, 2023",steel bracelet,Bracelet,St. Steel,9.0,,79.5,,,79.5,Male,52.0,Regular,3.5
"Tuesday, December 26, 2023",fj charm,Charm,FJ,20.0,125.0,,,,125.0,Female,68.0,Regular,4.6
"Tuesday, December 26, 2023",silver ring,Ring,Silver,20.0,,201.4,,,201.4,Male,38.0,Regular,3.7
"Tuesday, December 26, 2023",16* fronts 10k,Custom Fronts,10k Gold,608.0,400.0,,,,400.0,Male,34.0,Regular,4.6
"Wednesday, December 27, 2023",14k studs,Studs,14k Gold,2.0,25.0,,,,25.0,Male,28.0,Regular,4.4
