Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Thursday, April 18, 2019",St st chain and charm,Chain and Charm,FJ,20,,106,106,Female,44.0,Regular,4.9
"Thursday, April 18, 2019",silver stud,Earring,Silver,10,90,,90,Female,63.0,Regular,4.9
"Thursday, April 18, 2019",Tungsten band,Ring,FJ,10,,63.6,63.6,Female,60.0,Rare,3.5
"Thursday, April 18, 2019",tennis chain,Chain,FJR,20,,127.2,127.2,Others,65.0,Occasional,4.3
"Friday, April 19, 2019",14k stud,Earring,14K Gold,14,63,,63,Male,43.0,Regular,3.4
"Friday, April 19, 2019",silver chain and charm,Chain and Charm,Silver,17,80,,80,Male,41.0,Regular,4.5
"Friday, April 19, 2019",Silver pendant,Pendant,Silver,10,40,,40,Male,18.0,Rare,4.8
"Friday, April 19, 2019",Silver pendant,Pendant,Silver,10,40,,40,Male,48.0,Occasional,4.8
"Friday, April 19, 2019",silver stud,Earring,Silver,5,20,,20,Others,66.0,Rare,4.7
"Friday, April 19, 2019",Stud,Earring,Silver,5,20,,20,Others,59.0,Regular,3.8
"Friday, April 19, 2019",Bracelet,Bracelet,Silver,6,30,,30,Male,27.0,Rare,4.7
"Friday, April 19, 2019",Bracelet,Bracelet,Silver,6,30,,30,Male,54.0,Regular,4.8
"Friday, April 19, 2019",St st pendant,Charm,FJ,8,40,,40,Male,37.0,Regular,4.3
"Friday, April 19, 2019",10k gold chain,Chain,10k Gold,85,,180,180,Female,63.0,Occasional,4.5
"Friday, April 19, 2019",10k gold chain exchange,Chain,10k Gold,48,,265,265,Others,28.0,Rare,3.8
"Friday, April 19, 2019",10k Rope chain,Chain,10k Gold,170.2,,280,280,Female,20.0,Occasional,4.5
"Saturday, April 20, 2019",925 pendant,Pendant,Silver,10,,63.6,63.6,Male,67.0,Occasional,3.5
"Saturday, April 20, 2019",Fj bracelet,Bracelet,FJ,7,79,,79,Male,19.0,Regular,3.7
"Saturday, April 20, 2019",silver chain and charm x 2,Chain and Charm,Silver,80,,402.8,402.8,Female,53.0,Occasional,4.1
"Saturday, April 20, 2019",Fj charm,Charm,FJ,5,32,,32,Male,30.0,Regular,4.2
"Saturday, April 20, 2019",frj chain and charm on layaway,Chain and Charm,FJR,38,,106,106,Female,19.0,Regular,4.5
"Saturday, April 20, 2019",Silver chain and charm on lay away,Chain and Charm,Silver,40,20,,20,Female,49.0,Occasional,4.4
"Saturday, April 20, 2019",10k gol chain and charm,Chain and Charm,10k Gold,103.5,,274.54,274.54,Male,20.0,Regular,3.9
"Saturday, April 20, 2019",Fj chain only,Chain,FJ,5,25,,25,Male,21.0,Regular,4.5
"Saturday, April 20, 2019",Silver charm,Charm,Silver,6,,42.4,42.4,Female,19.0,Occasional,3.7
"Saturday, April 20, 2019",Repiar,Custom Repairs,Generic,,,15,15,Female,34.0,Regular,4.2
"Saturday, April 20, 2019",invicta mens x2,Watch,Branded,229,470,,470,Female,49.0,Occasional,3.9
"Saturday, April 20, 2019",repiar,Custom Repairs,Generic,0,,15,15,Male,53.0,Occasional,4.2
"Saturday, April 20, 2019",ring,Ring,FJ,8.5,,53,53,Male,37.0,Occasional,3.7
"Saturday, April 20, 2019",10k gold chain and charm,Chain and Charm,10k Gold,470,,830,830,Male,70.0,Regular,4.8
"Sunday, April 21, 2019",Gold stud,Earring,10k Gold,23,62,,62,Male,18.0,Regular,4.1
"Sunday, April 21, 2019",Silver hoops,Hoops,Silver,17,50,,50,Male,50.0,Regular,4.2
"Sunday, April 21, 2019",lay away down,Chain and Charm,10k Gold,0,,139,139,Male,36.0,Regular,4.9
"Sunday, April 21, 2019",repiar,Custom Repairs,Generic,,25,,25,Male,59.0,Occasional,3.6
"Sunday, April 21, 2019",chain and charm,Chain and Charm,FJR,20,,106,106,Male,28.0,Regular,4.8
"Sunday, April 21, 2019",st st chain and charm,Chain and Charm,FJ,10,,50,50,Female,32.0,Regular,4.4
"Sunday, April 21, 2019",silver stud,Earring,Silver,8,,40.1,40.1,Male,51.0,Regular,4.2
"Monday, April 22, 2019",Silver chain and charm,Chain and Charm,Silver,11.2,69,,69,Others,19.0,Occasional,4.0
"Monday, April 22, 2019",Fashion stud,Earring,FJ,5,,30.74,30.74,Female,62.0,Occasional,4.8
"Monday, April 22, 2019",10k gold chain and charm,Chain and Charm,10k Gold,165,260,,260,Male,45.0,Regular,4.1
"Tuesday, April 23, 2019",10k hoop on lay away,Hoops,10k Gold,179,20,,20,Male,64.0,Occasional,4.5
"Tuesday, April 23, 2019",citizen mens watch,Watch,Branded,105,,180,180,Male,63.0,Regular,4.3
"Tuesday, April 23, 2019",,,,,,,0,Female,37.0,Rare,4.3
"Wednesday, April 24, 2019",10k gold chain and charm,Chain and Charm,10k Gold,179,370,,370,Female,39.0,Regular,4.0
"Wednesday, April 24, 2019",silver chain and charm,Chain and Charm,Silver,50,150,,150,Male,57.0,Regular,4.2
"Wednesday, April 24, 2019",10k gold chain and charm,Chain and Charm,10k Gold,197.8,400,,400,Male,70.0,Rare,4.3
"Wednesday, April 24, 2019",10k gold /diamond pendant,Pendant,Gold and Diamond,100,225,,225,Male,64.0,Regular,3.7
"Thursday, April 25, 2019",repiar,Custom Repairs,Generic,,10,,10,Male,43.0,Regular,3.6
"Thursday, April 25, 2019",tennis chain and charm,Chain and Charm,FJR,25,70,67.8,137.8,Female,62.0,Regular,4.7
"Thursday, April 25, 2019",silver stud,Earring,Silver,8,,42.4,42.4,Male,36.0,Regular,4.5
"Thursday, April 25, 2019",repiar,Custom Repairs,Generic,,10,,10,Male,47.0,Regular,4.9
"Thursday, April 25, 2019",silver stud,Earring,Silver,6,15,,15,Female,61.0,Rare,3.9
"Thursday, April 25, 2019",,,,,,,0,Male,29.0,Occasional,4.2
"Friday, April 26, 2019",fj watch,Watch,FJ,20,,116.6,116.6,Female,63.0,Occasional,4.1
"Friday, April 26, 2019",layaway pickup,Chain and Charm,10k Gold,,280,,280,Male,51.0,Rare,4.7
"Friday, April 26, 2019",silver stud,Earring,Silver,10,,50,50,Male,56.0,Regular,3.6
"Friday, April 26, 2019",fj bracelet,Bracelet,FJ,10,,50,50,Female,21.0,Occasional,4.1
"Friday, April 26, 2019",fj watch,Watch,FJR,10,,59,59,Female,68.0,Occasional,4.2
"Friday, April 26, 2019",st st chain only,Chain,FJ,7,,63.6,63.6,Female,63.0,Regular,4.1
"Friday, April 26, 2019",fj watchX7,Watch,FJ,70,,140,140,Others,69.0,Occasional,4.7
"Friday, April 26, 2019",FJR chain only,Chain,FJR,19,90,,90,Male,54.0,Regular,4.3
"Friday, April 26, 2019",FJ chain and charm,Chain and Charm,FJ,10,55,,55,Female,30.0,Rare,4.0
"Friday, April 26, 2019",repiars,Custom Repairs,Generic,,,10,10,Male,65.0,Regular,4.2
"Saturday, April 27, 2019",st st chain and charm,Chain and Charm,FJ,10,,80,80,Male,18.0,Regular,3.8
"Saturday, April 27, 2019",st st ring,Ring,FJ,10,53,,53,Male,46.0,Occasional,4.7
"Saturday, April 27, 2019",lay away pickup,Chain and Charm,Silver,,145,40,185,Female,28.0,Regular,3.8
"Saturday, April 27, 2019",fashion chain and charm,Chain and Charm,FJR,40,,200,200,Female,55.0,Occasional,3.7
"Saturday, April 27, 2019",silver stud,Earring,Silver,10,,38.5,38.5,Male,31.0,Regular,3.9
"Saturday, April 27, 2019","6 gold top gold,6 silver",Custom Fronts,Custom,234,,250,250,Female,35.0,Occasional,4.9
"Saturday, April 27, 2019",st st chain and charm,Chain and Charm,FJ,7,37,,37,Male,45.0,Regular,4.4
"Saturday, April 27, 2019",FJ watch,Watch,FJ,45,80,80,160,Male,64.0,Occasional,3.8
"Saturday, April 27, 2019",st st chain and charm,Chain and Charm,FJ,7,53,,53,Male,33.0,Occasional,4.8
"Saturday, April 27, 2019",silver pendant,Pendant,Silver,10,53,,53,Male,49.0,Rare,4.0
"Saturday, April 27, 2019",silver chain and charm,Chain and Charm,Silver,25,75,65,140,Female,58.0,Regular,4.5
"Saturday, April 27, 2019",silver charm,Charm,Silver,17,,63.6,63.6,Female,69.0,Regular,3.4
"Saturday, April 27, 2019",silver ankle bracelet,Bracelet,Silver,10,37,,37,Others,58.0,Regular,3.8
"Sunday, April 28, 2019",repiar,Custom Repairs,,,10,,10,Others,33.0,Rare,4.3
"Sunday, April 28, 2019",repiar,Custom Repairs,,,20,,20,Female,25.0,Regular,3.6
"Monday, April 29, 2019",silver hoop,Hoops,Silver,10,42,,42,Female,20.0,Regular,4.1
"Monday, April 29, 2019",stud,Earring,Silver,2,15,,15,Female,19.0,Rare,3.9
"Tuesday, April 30, 2019",silver stud,Earring,Silver,10,35,,35,Female,50.0,Regular,4.9
"Tuesday, April 30, 2019",repiar,Custom Repairs,Generic,0,10,,10,Male,61.0,Regular,3.6
"Tuesday, April 30, 2019",fj ring,Ring,FJ,8,53,,53,Male,25.0,Regular,3.4
"Wednesday, May 1, 2019",st.st chain,Chain,FJ,17,,150,150,Male,28.0,Rare,4.0
"Wednesday, May 1, 2019",silver chain,Chain,Silver,14,,50,50,Female,59.0,Regular,4.9
"Wednesday, May 1, 2019",st.st chain and charm,Chain and Charm,FJ,7,,50,50,Male,37.0,Regular,4.2
"Wednesday, May 1, 2019",silver ring,Ring,Silver,22,,90,90,Male,39.0,Occasional,4.7
"Thursday, May 2, 2019",silver hoops with name VP TP,Earring,Silver,65,,90,90,Others,55.0,Regular,5.0
"Thursday, May 2, 2019",st st bracelet,Bracelet,FJ,10,,84.8,84.8,Male,30.0,Regular,4.2
"Thursday, May 2, 2019",14k stud,Earring,14K Gold,9,,53,53,Male,64.0,Regular,4.3
"Thursday, May 2, 2019",silver over gold chain,Chain,Silver,18,,95.4,95.4,Female,66.0,Regular,3.8
"Thursday, May 2, 2019",fjr tennis chain,Chain,FJR,20,,121.9,121.9,Male,55.0,Regular,3.6
"Thursday, May 2, 2019",pendant,Pendant,Silver,10,45,,45,Male,43.0,Rare,3.5
"Thursday, May 2, 2019",silver ring,Ring,Silver,18,,100,100,Female,32.0,Occasional,3.5
"Thursday, May 2, 2019",watch repiar,Custom Repairs,Generic,0,12,,12,Male,53.0,Regular,4.8
"Thursday, May 2, 2019",FJR tennis chain x2,Chain,FJR,40,212,,212,Female,35.0,Occasional,4.9
"Thursday, May 2, 2019",10k gold chain and charm on layaway,Chain and Charm,10k Gold,172.5,,120,120,Female,63.0,Occasional,4.6
"Thursday, May 2, 2019",10k gold chain and charm x2,Chain and Charm,10k Gold,178.4,,460,460,Male,38.0,Regular,4.5
"Thursday, May 2, 2019",tennis chain,Chain,FJR,15,,180,180,Male,46.0,Regular,4.6
"Thursday, May 2, 2019",fj charm,Charm,FJ,7,,32,32,Male,56.0,Occasional,4.8
"Thursday, May 2, 2019",silver pendant,Pendant,Silver,10,,94.34,94.34,Male,34.0,Regular,4.1
"Thursday, May 2, 2019",st st chain and charm,Chain and Charm,FJ,7,,53,53,Male,50.0,Rare,3.9
"Friday, May 3, 2019",silver chian and charm on layaway,Chain and Charm,Silver,30,,30,30,Male,48.0,Occasional,3.9
"Friday, May 3, 2019",silver chain only,Chain,Silver,12,75,,75,Female,50.0,Occasional,4.3
"Friday, May 3, 2019",FJ bracelet exchange,Bracelet,FJR,30,,106,106,Female,41.0,Occasional,4.5
"Friday, May 3, 2019",st st bracelet,Bracelet,FJ,6,47,,47,Male,64.0,Occasional,3.5
"Friday, May 3, 2019",silver cross,Charm,Silver,6,20,,20,Female,50.0,Rare,3.8
"Friday, May 3, 2019",tennis chain and charm,Chain and Charm,FJR,40,,318,318,Female,57.0,Regular,4.3
"Friday, May 3, 2019",10k gold chain and charm,Chain and Charm,10k Gold,126.5,,275.6,275.6,Male,64.0,Occasional,4.2
"Saturday, May 4, 2019",silver chain,Chain,Silver,4,,31.8,31.8,Male,33.0,Rare,4.1
"Saturday, May 4, 2019",silver chain and charm,Chain and Charm,Silver,25,95.4,,95.4,Female,53.0,Regular,3.8
"Saturday, May 4, 2019",st st chain and charm,Chain and Charm,FJ,10,,84.8,84.8,Female,35.0,Regular,4.0
"Saturday, May 4, 2019",teeth pick,Custom Fronts,Custom,,180,25.8,205.8,Male,19.0,Regular,3.9
"Saturday, May 4, 2019",silver band only,Ring,Silver,10,,63.6,63.6,Male,35.0,Occasional,4.0
"Saturday, May 4, 2019",silver stud,Earring,Silver,3,,42.4,42.4,Male,29.0,Occasional,3.4
"Saturday, May 4, 2019",st st bracelet,Bracelet,FJ,9,,70,70,Male,20.0,Occasional,4.4
"Saturday, May 4, 2019",repiar,Custom Repairs,Generic,,5,,5,Female,65.0,Occasional,3.7
"Saturday, May 4, 2019",silve ancklet,Bracelet,Silver,10,,52.99,52.99,Others,65.0,Rare,4.0
"Saturday, May 4, 2019",silver bracelet,Bracelet,Silver,20,100,,100,Male,43.0,Regular,4.1
"Saturday, May 4, 2019",ring,Ring,Silver,5,30,,30,Male,28.0,Occasional,4.4
"Saturday, May 4, 2019",tennis chain on lay away,Chain,FJR,20,,30,30,Female,54.0,Regular,4.7
"Saturday, May 4, 2019",tennis chain and charm,Chain and Charm,FJR,40,,189,189,Female,48.0,Regular,3.7
"Saturday, May 4, 2019",FJ stud,Earring,Silver,8,40,,40,Others,65.0,Occasional,3.8
"Saturday, May 4, 2019",silver charm,Charm,Silver,22,78,,78,Male,46.0,Regular,4.3
"Saturday, May 4, 2019",silver chain and charm,Chain and Charm,Silver,34,,106,106,Female,52.0,Regular,3.5
"Saturday, May 4, 2019",st st chain and charm,Chain and Charm,FJ,10,,106,106,Female,59.0,Occasional,4.9
"Sunday, May 5, 2019",14k/dia ring,Ring,Gold and Diamond,99,,742,742,Male,37.0,Regular,4.6
"Sunday, May 5, 2019",silver chain and charm,Chain and Charm,Silver,32,,137.8,137.8,Male,47.0,Occasional,4.0
"Sunday, May 5, 2019",free nose ring,,,,,,0,Female,50.0,Rare,3.7
"Monday, May 6, 2019",FJ sport watch,Watch,FJ,10,,37.1,37.1,Female,25.0,Rare,4.2
"Monday, May 6, 2019",silver ring,Ring,Silver,18,106,,106,Female,56.0,Regular,4.2
"Monday, May 6, 2019",silver ring,Ring,Silver,32,,212,212,Male,70.0,Regular,4.8
"Monday, May 6, 2019",FJ watch,Watch,FJ,38,,212,212,Male,63.0,Occasional,3.6
"Monday, May 6, 2019",cuban chain,Chain,FJ,20,,100,100,Male,46.0,Rare,3.7
"Monday, May 6, 2019",silver earring,Earring,Silver,2,,27.2,27.2,Others,49.0,Regular,3.5
"Tuesday, May 7, 2019",silver stud,Earring,Silver,3,25,,25,Male,42.0,Occasional,4.5
"Tuesday, May 7, 2019",silver stud,Earring,Silver,3,,40,40,Female,45.0,Occasional,4.1
"Wednesday, May 8, 2019",tennis chain,Chain,Silver,20,,120,120,Female,62.0,Occasional,4.7
"Wednesday, May 8, 2019",st st chain and charm,Chain and Charm,FJ,7,,70.5,70.5,Male,56.0,Occasional,3.9
"Wednesday, May 8, 2019",silver pendant,Pendant,Silver,10,,63.6,63.6,Male,19.0,Regular,4.1
"Wednesday, May 8, 2019",silver small chain,Chain,Silver,4,,42.4,42.4,Female,28.0,Occasional,4.6
"Wednesday, May 8, 2019",ff chain and charm,Chain and Charm,FJ,7,,20,20,Female,43.0,Regular,4.3
"Wednesday, May 8, 2019",hoop pick up,Hoops,Silver,,,90,90,Male,20.0,Regular,4.7
"Wednesday, May 8, 2019",silver cross,Charm,Silver,10,,47.1,47.1,Others,19.0,Regular,3.7
"Wednesday, May 8, 2019",fj chain and charm,Chain and Charm,FJ,7,20,,20,Female,51.0,Occasional,3.6
"Wednesday, May 8, 2019",silver earring,Hoops,Silver,21,,79.5,79.5,Female,31.0,Regular,4.5
"Wednesday, May 8, 2019",10k gold charm only,Charm,10k Gold,71.3,180,,180,Female,65.0,Occasional,4.9
"Wednesday, May 8, 2019",st st chain and charm,Chain and Charm,FJ,7,70,,70,Female,55.0,Regular,4.7
"Wednesday, May 8, 2019",silver ring only,Ring,Silver,16,84.8,,84.8,Male,52.0,Regular,4.1
"Wednesday, May 8, 2019",silver stu,Earring,Silver,10,,53,53,Male,25.0,Rare,3.8
"Thursday, May 9, 2019",St.ST chain,Chain,FJ,16,70,,70,Male,45.0,Regular,4.6
"Thursday, May 9, 2019",St St bracelet,Bracelet,FJ,9,50,,50,Male,68.0,Occasional,4.5
"Thursday, May 9, 2019",st st chain and charm,Chain and Charm,FJ,10,,53,53,Male,22.0,Regular,4.8
"Thursday, May 9, 2019",10k gold hoops,Hoops,10k Gold,23,42,,42,Others,34.0,Regular,4.7
"Thursday, May 9, 2019",10k gold pendant,Pendant,10k Gold,52.9,,159,159,Female,41.0,Occasional,3.5
"Thursday, May 9, 2019",silver chain and charm,Chain and Charm,Silver,26,,106,106,Male,50.0,Occasional,3.5
"Thursday, May 9, 2019",silver stud,Earring,Silver,7,40,,40,Female,40.0,Regular,3.6
"Thursday, May 9, 2019",tennis chain and cross,Chain and Charm,FJR,28,,190.8,190.8,Male,30.0,Occasional,4.1
"Thursday, May 9, 2019",repiar,Custom Repairs,Generic,10,,15,15,Female,49.0,Regular,4.7
"Thursday, May 9, 2019",tennis chain and jesuas pendant,Chain and Charm,FJR,60,312,,312,Male,31.0,Rare,4.9
"Thursday, May 9, 2019",14k stud,Earring,14K Gold,21,,74.2,74.2,Female,66.0,Occasional,4.0
"Friday, May 10, 2019",Fj chain only,Chain,FJ,5,,42.4,42.4,Female,48.0,Rare,4.0
"Friday, May 10, 2019",Fj chain and charm,Chain and Charm,FJ,12,50,,50,Male,30.0,Occasional,3.4
"Friday, May 10, 2019",silver pendant,Pendant,Silver,7,50,,50,Female,51.0,Occasional,4.3
"Friday, May 10, 2019",silver ball stud,Earring,Silver,4,,31.8,31.8,Male,46.0,Rare,4.9
"Friday, May 10, 2019",FJR chain pick up,Chain,FJR,0,,100,100,Female,53.0,Regular,4.4
"Friday, May 10, 2019",Silver box chain x2,Chain,Silver,12,,53,53,Male,23.0,Occasional,4.2
"Friday, May 10, 2019",14k stud,Earring,14K Gold,7,,53,53,Male,56.0,Occasional,4.1
"Friday, May 10, 2019",10k gold chain only,Chain,10k Gold,105.6,,221.5,221.5,Female,34.0,Occasional,4.3
"Friday, May 10, 2019",FJ watch,Watch,FJ,17,,63.6,63.6,Others,35.0,Regular,4.6
"Saturday, May 11, 2019",silver pendant,Pendant,Silver,10,,47.7,47.7,Others,35.0,Regular,4.1
"Saturday, May 11, 2019",silver tennis bracelet,Bracelet,Silver,15,,100,100,Female,44.0,Regular,4.7
"Saturday, May 11, 2019",FJ bracelet,Bracelet,FJ,7,,99.99,99.99,Female,41.0,Regular,3.8
"Saturday, May 11, 2019",silver hoops,Hoops,Silver,15,,51,51,Male,47.0,Regular,3.6
"Saturday, May 11, 2019",FJ chain and charm,Chain and Charm,FJ,10,50,,50,Male,37.0,Occasional,4.4
"Saturday, May 11, 2019",repiar,Custom Repairs,Generic,0,5,,5,Female,65.0,Occasional,4.3
"Saturday, May 11, 2019",stud,Earring,Silver,3,,26.5,26.5,Female,49.0,Regular,4.2
"Saturday, May 11, 2019",10k gold chain on layaway,Chain,10k Gold,170.2,,100,100,Male,45.0,Occasional,4.2
"Saturday, May 11, 2019",10k gold bracelet,Bracelet,10k Gold,126.5,,300,300,Female,62.0,Regular,4.7
"Saturday, May 11, 2019",10k gold chain,Chain,10k Gold,77,,230,230,Male,29.0,Regular,4.4
"Saturday, May 11, 2019",FJ watch,Watch,10k Gold,10,,47.7,47.7,Male,29.0,Occasional,3.3
"Saturday, May 11, 2019",silver stud,Earring,Silver,5,,37.1,37.1,Male,58.0,Regular,4.2
"Saturday, May 11, 2019",silver chain,Chain,Silver,4,42,,42,Male,38.0,Occasional,3.7
"Saturday, May 11, 2019",10k gold chain,Chain,10k Gold,107,,200,200,Male,19.0,Regular,4.6
"Saturday, May 11, 2019",10k gold hoop,Hoops,10k Gold,38.87,,80.94,80.94,Male,54.0,Regular,4.4
"Saturday, May 11, 2019",10k gold bracelet,Bracelet,10k Gold,176.87,,354,354,Male,47.0,Regular,4.8
"Saturday, May 11, 2019",FJ watch,Watch,FJ,18,60,20,80,Male,23.0,Occasional,3.8
"Saturday, May 11, 2019",FJ chain,Chain,FJ,10,,90,90,Others,38.0,Occasional,4.9
"Saturday, May 11, 2019",FJ ring,Ring,FJ,10,,50,50,Others,22.0,Regular,4.1
"Saturday, May 11, 2019",silver stud,Earring,Silver,10,,40,40,Female,30.0,Occasional,4.4
"Saturday, May 11, 2019",10k gold chain,Chain,10k Gold,88,,265,265,Female,22.0,Occasional,4.8
"Saturday, May 11, 2019",repiar,Custom Repairs,Generic,,10,,10,Female,44.0,Occasional,3.7
"Saturday, May 11, 2019",FJ ring,Ring,FJ,7,85,,85,Female,69.0,Occasional,3.7
"Saturday, May 11, 2019",silver hoops,Hoops,Silver,12,,45,45,Others,55.0,Regular,4.0
"Saturday, May 11, 2019",fj grillz,Custom Piercing,Generic,12,40,,40,Female,22.0,Occasional,4.7
"Saturday, May 11, 2019",FJ chain and,Chain,FJ,10,106,,106,Female,50.0,Occasional,4.8
"Saturday, May 11, 2019",FJ bracelet,Bracelet,FJ,10,106,,106,Male,20.0,Regular,5.0
"Saturday, May 11, 2019",silver ring,Ring,Silver,10,83,,83,Female,55.0,Occasional,3.3
"Saturday, May 11, 2019",10k gold bracelet,Bracelet,10k Gold,129,370,,370,Female,50.0,Regular,3.3
"Saturday, May 11, 2019",10k stud,Earring,10k Gold,30,,159,159,Male,59.0,Regular,4.5
"Saturday, May 11, 2019",lay away down,Chain and Charm,10k Gold,0,100,,100,Female,21.0,Regular,3.7
"Saturday, May 11, 2019",10k gold bracelet,Bracelet,10k Gold,81,189,,189,Male,41.0,Occasional,4.6
"Saturday, May 11, 2019",charm bracelet,Bracelet,Silver,30,100,,100,Others,66.0,Regular,4.6
"Saturday, May 11, 2019",silver pendant,Pendant,Silver,10,63.6,,63.6,Male,64.0,Occasional,3.4
"Saturday, May 11, 2019",10k rope chain,Chain,10k Gold,82,,155,155,Female,19.0,Regular,4.1
"Saturday, May 11, 2019",repiar,Custom Repairs,Generic,,40,,40,Female,53.0,Regular,4.0
"Sunday, May 12, 2019",silver stud,Earring,Silver,10,,42.4,42.4,Female,40.0,Regular,3.9
"Sunday, May 12, 2019",silver hoop earring,Hoops,Silver,8,50,,50,Male,47.0,Regular,3.7
"Sunday, May 12, 2019",silver stud,Earring,Silver,6,84,,84,Female,31.0,Regular,4.2
"Sunday, May 12, 2019",14k stud,Earring,14K Gold,7,45,,45,Male,51.0,Occasional,3.8
"Sunday, May 12, 2019",FJ dogtag,Chain and Charm,FJ,5,25,,25,Male,18.0,Occasional,4.5
"Sunday, May 12, 2019",silver stud,Earring,Silver,3,25,,25,Male,33.0,Occasional,4.8
"Sunday, May 12, 2019",10k gold chain,Chain,10k Gold,106,,200,200,Male,33.0,Occasional,3.3
"Sunday, May 12, 2019",10k gold chain and charm,Chain and Charm,10k Gold,80,,212.34,212.34,Male,57.0,Rare,4.2
"Sunday, May 12, 2019",seiko watch on layaway,Watch,Branded,148.5,,60,60,Male,68.0,Regular,3.6
"Tuesday, May 14, 2019",repiar,Custom Repairs,Generic,,,21.2,21.2,Female,18.0,Occasional,4.8
"Monday, May 13, 2019",silver franco chain,Chain,Silver,40,60,,60,Female,42.0,Rare,4.7
"Monday, May 13, 2019",tungstung band,Ring,10k Gold,19,,100.7,100.7,Female,33.0,Regular,3.6
"Monday, May 13, 2019",gold/daimond stud,Earring,Gold and Diamond,120,,369.94,369.94,Female,59.0,Regular,3.3
"Wednesday, May 15, 2019",silver stud,Earring,Silver,7,,37.1,37.1,Female,62.0,Regular,4.8
"Wednesday, May 15, 2019",14k chain on lay away,Chain,14K Gold,84,,79,79,Female,40.0,Rare,4.8
"Wednesday, May 15, 2019",FJ chain cuban,Chain,FJR,97,,371,371,Male,25.0,Regular,4.5
"Wednesday, May 15, 2019",watch fashion,Watch,FJ,18,,95.4,95.4,Female,45.0,Rare,4.1
"Wednesday, May 15, 2019",lay away pick up,Chain and Charm,10k Gold,0,,266.9,266.9,Others,30.0,Regular,5.0
"Wednesday, May 15, 2019",silver bracelet,Bracelet,Silver,15,,105.95,105.95,Male,38.0,Regular,4.0
"Thursday, May 16, 2019",FJ chain,Chain,FJ,4,20,,20,Female,22.0,Occasional,4.8
"Thursday, May 16, 2019",silver chain and charm on layaway,Chain and Charm,Silver,15,20,,20,Male,63.0,Occasional,4.3
"Thursday, May 16, 2019",FJ chain,Chain,FJ,20,,90,90,Female,37.0,Regular,4.6
"Thursday, May 16, 2019",Silver stud,Earring,Silver,5,,26.6,26.6,Male,56.0,Occasional,3.3
"Thursday, May 16, 2019",silver chain and charm,Chain and Charm,Silver,24,143.1,,143.1,Female,54.0,Occasional,3.4
"Friday, May 17, 2019",silver chain and charm,Chain and Charm,Silver,35,185.5,,185.5,Others,53.0,Regular,4.2
"Friday, May 17, 2019",repiar,Custom Repairs,Generic,0,12,,12,Others,48.0,Regular,3.9
"Friday, May 17, 2019",FJ chain and charm,Chain and Charm,FJ,7,30,,30,Female,48.0,Regular,4.3
"Friday, May 17, 2019",bracelet repiar,Custom Repairs,Generic,0,9,,9,Male,67.0,Regular,4.5
"Friday, May 17, 2019",10k gold chain and charm,Chain and Charm,10k Gold,87,,159,159,Female,39.0,Rare,4.2
"Friday, May 17, 2019",silver hoop,Hoops,Silver,18,,80,80,Male,61.0,Occasional,3.8
"Friday, May 17, 2019",FJR necklace,Chain,FJR,50,,381.1,381.1,Female,42.0,Regular,3.5
"Friday, May 17, 2019",repiar,Custom Repairs,Generic,,,20,20,Female,66.0,Occasional,4.9
"Friday, May 17, 2019",custom name plate,Custom Name Necklace,10k Gold,99,,100,100,Male,55.0,Regular,3.9
"Friday, May 17, 2019",FJ ring only,Ring,FJ,5,,42.4,42.4,Female,58.0,Regular,4.1
"Friday, May 17, 2019","Silver pendant,",Pendant,Silver,10,55,,55,Female,20.0,Regular,4.8
"Friday, May 17, 2019",silver stud,Custom Repairs,Silver,3,35.1,,35.1,Male,40.0,Rare,4.1
"Friday, May 17, 2019",silver bracelet,Bracelet,Silver,19,,125,125,Female,19.0,Regular,4.2
"Friday, May 17, 2019",10k gold bracelet,Bracelet,10k Gold,82.8,,200.34,200.34,Male,53.0,Rare,3.6
"Saturday, May 18, 2019",exchange silver ring,Ring,Silver,,,20,20,Male,20.0,Regular,3.6
"Saturday, May 18, 2019",silver chain and charm,Chain and Charm,Silver,45,,106,106,Female,53.0,Regular,4.3
"Saturday, May 18, 2019",repiar,Custom Repairs,Generic,,26,,26,Male,61.0,Regular,5.0
"Saturday, May 18, 2019",FJ ancklet,Anklet,Silver,10,,74.19,74.19,Male,32.0,Regular,4.3
"Saturday, May 18, 2019",silver chain exchange,Chain,Silver,5,,10.6,10.6,Male,65.0,Regular,4.5
"Saturday, May 18, 2019",10k gold chain and charm,Chain and Charm,10k Gold,180,350,,350,Female,27.0,Regular,3.6
"Saturday, May 18, 2019",add money on layaway,Chain and Charm,10k Gold,0,100,,100,Male,61.0,Occasional,3.5
"Saturday, May 18, 2019",FJ chain and charm,Chain and Charm,Silver,10,,50,50,Male,53.0,Regular,3.9
"Saturday, May 18, 2019",10k gold hoops,Hoops,10k Gold,18,40,,40,Others,53.0,Regular,4.7
"Saturday, May 18, 2019",FJ chain,Chain,FJ,8,42,,42,Male,24.0,Regular,3.3
"Saturday, May 18, 2019",silver chain,Chain,Silver,15,,105.99,105.99,Male,46.0,Regular,4.5
"Sunday, May 19, 2019",10k gold bracelet,Bracelet,10k Gold,95,,212,212,Others,19.0,Regular,4.4
"Monday, May 20, 2019",tungstung band,Ring,FJ,17,90.1,,90.1,Others,23.0,Regular,4.1
